year,environment_authority,region,department,municipality,category,sector,result
2017,CORPAMAG,Caribbean,Magdalena,Santa Bárbara de Pinto,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Ideal
2017,CORPOAMAZONÍA,Amazon,Putumayo,Puerto Caicedo,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Puerto Nariño,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Caquetá,Florencia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Caquetá,Florencia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Caquetá,El Doncello,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Caquetá,Cartagena del Chairá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Caquetá,San Vicente del Caguán,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Caquetá,El Paujíl,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Puerto Nariño,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Putumayo,Puerto Leguízamo,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOAMAZONÍA,Amazon,Putumayo,Puerto Leguízamo,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Puerto Nariño,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2017,CORPOGUAVIO,Central,Cundinamarca,Gachalá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Putumayo,Puerto Caicedo,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOAMAZONÍA,Amazon,Putumayo,Puerto Caicedo,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Putumayo,Puerto Caicedo,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Tarapacá,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Tarapacá,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Biocommerce,Ideal
2017,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,San Juan de Urabá,Industrial eco-products,Waste recovery and valorization,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,La Pedrera,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Putumayo,Valle del Guamuez,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2017,CORPOBOYACÁ,Central,Boyacá,Aquitania,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2017,CORPOBOYACÁ,Central,Boyacá,Mongua,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2017,CVC,Pacific,Valle Del Cauca,Ansermanuevo,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2017,CORPOBOYACÁ,Central,Boyacá,San Mateo,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,Chimichagua,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,Chimichagua,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,Chiriguaná,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,La Paz,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2017,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Waste recovery and valorization,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,Manaure,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOCHIVOR,Central,Boyacá,Santa María,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOCHIVOR,Central,Boyacá,Tibaná,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CVC,Pacific,Valle Del Cauca,El Águila,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOCHIVOR,Central,Boyacá,Somondoco,Sustainable goods and services from natural resources,Biocommerce,Ideal
2017,CORPOCHIVOR,Central,Boyacá,Santa María,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOCHIVOR,Central,Boyacá,Sutatenza,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOGUAJIRA,Caribbean,La Guajira,San Juan del Cesar,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOMOJANA,Caribbean,Sucre,San Marcos,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Waste recovery and valorization,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,La Unión,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPOGUAJIRA,Caribbean,La Guajira,Manaure,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPOGUAJIRA,Caribbean,La Guajira,Manaure,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,La Unión,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,La Unión,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,Albán,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,La Llanada,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2017,CORPONARIÑO,Pacific,Nariño,Pupiales,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2017,CORPONARIÑO,Pacific,Nariño,Guaitarilla,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Biocommerce,Advanced
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Waste recovery and valorization,Satisfactory
2017,CORPONOR,Santanderes,Norte De Santander,El Zulia,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Gramalote,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPONOR,Santanderes,Norte De Santander,Bochalema,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Cácota,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2017,CORPONOR,Santanderes,Norte De Santander,Chitagá,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agroindustry,Initial
2017,CORPONOR,Santanderes,Norte De Santander,Herrán,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2017,CORPONOR,Santanderes,Norte De Santander,Pamplonita,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Pamplonita,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Ragonvalia,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agrosystems,Initial
2017,CORPONOR,Santanderes,Norte De Santander,Gramalote,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Salazar,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Biocommerce,Ideal
2017,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2017,CORPONOR,Santanderes,Norte De Santander,Mutiscua,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Mutiscua,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2017,CORPONOR,Santanderes,Norte De Santander,Chinácota,Sustainable goods and services from natural resources,Sustainable agrosystems,Initial
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Waste recovery and valorization,Basic
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Waste recovery and valorization,Basic
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Waste recovery and valorization,Initial
2017,CORPONOR,Santanderes,Norte De Santander,Pamplona,Industrial eco-products,Waste recovery and valorization,Basic
2017,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2017,CORPORINOQUÍA,NA,Casanare,Yopal,Sustainable goods and services from natural resources,Biocommerce,Basic
2017,CORPORINOQUÍA,NA,Casanare,Yopal,Sustainable goods and services from natural resources,Biocommerce,Basic
2017,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2017,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
